HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"No.2 Lane 30, Tay Ho Road, Hà Nội 10000 Việt Nam",33,89,NA,"Tiếng Việt, Tiếng Anh, Tiếng Pháp, Tiếng Nhật",,Thien Thai Executive Residences,NA,Việt Nam,"Việt Nam,Hà Nội","Gần Thien Thai Executive Residences có điểm du lịch nổi tiếng nào?, ,Thien Thai Executive Residences có những tiện nghi tại cơ sở kinh doanh gì?, ,Thien Thai Executive Residences có những tiện nghi phòng gì?, ,Thien Thai Executive Residences có những lựa chọn đồ ăn & đồ uống gì?, ,Thien Thai Executive Residences có chỗ đỗ xe không?, ,Gần Thien Thai Executive Residences có nhà hàng nào?, ,Tôi có thể tập thể dục tại Thien Thai Executive Residences không?, ,Thien Thai Executive Residences có dịch vụ đưa đón tại sân bay không?, ,Thien Thai Executive Residences có dịch vụ đưa đón tại sân bay không?, ,Thien Thai Executive Residences có dịch vụ dọn phòng không?, ",NA,1,#305 trong số 1.181  tại Hà Nội,40,40,131,Rất tốt,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d3791313-Reviews-Thien_Thai_Executive_Residences-Hanoi.html
"17B Nguyen Van To St., Hoan Kiem, Hà Nội 10000 Việt Nam",115,100,42,"Tiếng Việt, Tiếng Anh",,Hanoi Serenity Hotel 2,348.837 ₫,255.814 ₫,"255.814 ₫, - ,348.837 ₫","Gần Hanoi Serenity Hotel 2 có điểm du lịch nổi tiếng nào?, ,Hanoi Serenity Hotel 2 có những tiện nghi tại cơ sở kinh doanh gì?, ,Hanoi Serenity Hotel 2 có những tiện nghi phòng gì?, ,Hanoi Serenity Hotel 2 có những lựa chọn đồ ăn & đồ uống gì?, ,Hanoi Serenity Hotel 2 có chỗ đỗ xe không?, ,Gần Hanoi Serenity Hotel 2 có nhà hàng nào?, ,Hanoi Serenity Hotel 2 có dịch vụ đưa đón tại sân bay không?, ,Hanoi Serenity Hotel 2 có dịch vụ đưa đón tại sân bay không?, ,Hanoi Serenity Hotel 2 có nằm gần trung tâm thành phố không?, ,Hanoi Serenity Hotel 2 có dịch vụ dọn phòng không?, ,Nhân viên tại Hanoi Serenity Hotel 2 nói ngôn ngữ gì?, ",7,255,#212 trong số 1.300  tại Hà Nội,45,NA,417,Tuyệt vời,NA,Gia đình,,1,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d6631281-Reviews-Hanoi_Serenity_Hotel_2-Hanoi.html
"41 Nguyễn Trường Tộ Tân An, Hội An 560000 Việt Nam",9,86,99,"Tiếng Việt, Tiếng Anh",,Dịch vụ lưu trú du lịch Fireworks Homestay,302.326 ₫,255.814 ₫,"255.814 ₫, - ,302.326 ₫","Gần Dịch vụ lưu trú du lịch Fireworks Homestay có điểm du lịch nổi tiếng nào?, ,Dịch vụ lưu trú du lịch Fireworks Homestay có những tiện nghi tại cơ sở kinh doanh gì?, ,Dịch vụ lưu trú du lịch Fireworks Homestay có những tiện nghi phòng gì?, ,Dịch vụ lưu trú du lịch Fireworks Homestay có chỗ đỗ xe không?, ,Gần Dịch vụ lưu trú du lịch Fireworks Homestay có nhà hàng nào?, ,Dịch vụ lưu trú du lịch Fireworks Homestay có dịch vụ đưa đón tại sân bay không?, ,Dịch vụ lưu trú du lịch Fireworks Homestay có nằm gần trung tâm thành phố không?, ,Dịch vụ lưu trú du lịch Fireworks Homestay có dịch vụ dọn phòng không?, ,Nhân viên tại Dịch vụ lưu trú du lịch Fireworks Homestay nói ngôn ngữ gì?, ",23,273,#2 trong số 455  tại Hội An,50,20,50,Tuyệt vời,5,"Bình dân,Gia đình",,10,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d10424511-Reviews-Fireworks_Homestay-Hoi_An_Quang_Nam_Province.html
"85 Thuốc Bắc, Hàng Bồ, Hoàn Kiếm, Hà Nội Việt Nam",164,97,NA,,,The Sinh Tour Hotel,10,Việt Nam,"Việt Nam,Hà Nội,10","Gần The Sinh Tour Hotel có điểm du lịch nổi tiếng nào?, ,The Sinh Tour Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,The Sinh Tour Hotel có chỗ đỗ xe không?, ,Gần The Sinh Tour Hotel có nhà hàng nào?, ,The Sinh Tour Hotel có dịch vụ đưa đón tại sân bay không?, ,The Sinh Tour Hotel có nằm gần trung tâm thành phố không?, ",NA,1,#334 trong số 1.074  tại Hà Nội,40,NA,552,Rất tốt,10,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d12388211-Reviews-The_Sinh_Tour_Hotel-Hanoi.html
"Tam Cốc Group 3, Van Lam, Tam Coc, Ninh Hai, Hoa Lu, Ninh Bình 40000 Việt Nam",4,87,171,"Tiếng Việt, Tiếng Anh, Tiếng Pháp, Tiếng Hàn",,La Belle Vie Tam Coc Homestay,906.977 ₫,651.163 ₫,"651.163 ₫, - ,906.977 ₫","Gần La Belle Vie Tam Coc Homestay có điểm du lịch nổi tiếng nào?, ,La Belle Vie Tam Coc Homestay có những tiện nghi tại cơ sở kinh doanh gì?, ,La Belle Vie Tam Coc Homestay có những tiện nghi phòng gì?, ,La Belle Vie Tam Coc Homestay có những lựa chọn đồ ăn & đồ uống gì?, ,La Belle Vie Tam Coc Homestay có chỗ đỗ xe không?, ,Gần La Belle Vie Tam Coc Homestay có nhà hàng nào?, ,Nhân viên tại La Belle Vie Tam Coc Homestay nói ngôn ngữ gì?, ,Có di tích lịch sử nào gần La Belle Vie Tam Coc Homestay không?, ",15,256,#4 trong số 162  tại Ninh Bình,45,30,67,Tuyệt vời,16,"Nằm ở vị trí trung tâm,Quyến rũ",,9,https://www.tripadvisor.com.vn/Hotel_Review-g303945-d10198202-Reviews-La_Belle_Vie_Tam_Coc_Homestay-Ninh_Binh_Ninh_Binh_Province.html
"387 Vu Tong Phan, Hà Nội Việt Nam",NA,NA,NA,,,The Nest Homestay,NA,Việt Nam,"Việt Nam,Hà Nội","Gần The Nest Homestay có điểm du lịch nổi tiếng nào?, ,Gần The Nest Homestay có nhà hàng nào?, ",NA,1,#253 trong số 1.181  tại Hà Nội,50,NA,NA,Tuyệt vời,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d13918950-Reviews-The_Nest_Homestay-Hanoi.html
"384A Cua Dai Street, Hội An 0510 Việt Nam",13,74,119,"Tiếng Việt, Tiếng Anh",,Charming Homestay,651.163 ₫,558.140 ₫,"558.140 ₫, - ,651.163 ₫","Gần Charming Homestay có điểm du lịch nổi tiếng nào?, ,Charming Homestay có những tiện nghi tại cơ sở kinh doanh gì?, ,Charming Homestay có những tiện nghi phòng gì?, ,Charming Homestay có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Charming Homestay có nhà hàng nào?, ,Charming Homestay có dịch vụ đưa đón tại sân bay không?, ,Charming Homestay có dịch vụ dọn phòng không?, ,Nhân viên tại Charming Homestay nói ngôn ngữ gì?, ,Có di tích lịch sử nào gần Charming Homestay không?, ",40,261,#6 trong số 455  tại Hội An,50,30,51,Tuyệt vời,5,"Quyến rũ,Khu dân cư",,28,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d7893325-Reviews-Charming_Homestay-Hoi_An_Quang_Nam_Province.html
"55 Bát Sứ, Q. Hoàn Kiếm, Hà Nội Việt Nam",154,99,4,,,Khách sạn Joy Journey,Hà Nội,Hanoi Joy Hotel,"Hanoi Joy Hotel,Việt Nam,Hà Nội","Gần Khách sạn Joy Journey có điểm du lịch nổi tiếng nào?, ,Khách sạn Joy Journey có những tiện nghi tại cơ sở kinh doanh gì?, ,Khách sạn Joy Journey có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Khách sạn Joy Journey có nhà hàng nào?, ,Khách sạn Joy Journey có dịch vụ đưa đón tại sân bay không?, ,Khách sạn Joy Journey có nằm gần trung tâm thành phố không?, ,Khách sạn Joy Journey có dịch vụ dọn phòng không?, ",1,7,#599 trong số 1.300  tại Hà Nội,35,NA,486,Rất tốt,15,NA,,1,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d632432-Reviews-Joy_Journey_Hotel-Hanoi.html
"200 Cống Quỳnh Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",49,95,26,"Tiếng Việt, Tiếng Anh",,Dream Station - Saigon Hostel,Thành phố Hồ Chí Minh,Saigon Backpackers Hostel - Cong Quynh,"Saigon Backpackers Hostel - Cong Quynh,Việt Nam,Thành phố Hồ Chí Minh","Gần Dream Station - Saigon Hostel có điểm du lịch nổi tiếng nào?, ,Dream Station - Saigon Hostel có những tiện nghi tại cơ sở kinh doanh gì?, ,Dream Station - Saigon Hostel có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Dream Station - Saigon Hostel có nhà hàng nào?, ,Dream Station - Saigon Hostel có dịch vụ đưa đón tại sân bay không?, ,Nhân viên tại Dream Station - Saigon Hostel nói ngôn ngữ gì?, ,Có di tích lịch sử nào gần Dream Station - Saigon Hostel không?, ",22,257,#20 trong số 1.890  tại Thành phố Hồ Chí Minh,45,20,343,Tuyệt vời,30,Bình dân,,2,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d5826926-Reviews-Dream_Station_Saigon_Hostel-Ho_Chi_Minh_City.html
"92 Lê Duẩn Quận Hoàn Kiếm, Hà Nội 100000 Việt Nam",15,96,232,"Tiếng Việt, Tiếng Anh, Tiếng Trung, Tiếng Nhật",,Cosiana Hotel Hanoi,1.209.302 ₫,1.069.767 ₫,"1.069.767 ₫, - ,1.209.302 ₫","Gần Cosiana Hotel Hanoi có điểm du lịch nổi tiếng nào?, ,Cosiana Hotel Hanoi có những tiện nghi tại cơ sở kinh doanh gì?, ,Cosiana Hotel Hanoi có những tiện nghi phòng gì?, ,Cosiana Hotel Hanoi có những lựa chọn đồ ăn & đồ uống gì?, ,Cosiana Hotel Hanoi có chỗ đỗ xe không?, ,Gần Cosiana Hotel Hanoi có nhà hàng nào?, ,Cosiana Hotel Hanoi có cung cấp dịch vụ doanh nghiệp nào không?, ,Nhân viên tại Cosiana Hotel Hanoi nói ngôn ngữ gì?, ,Có di tích lịch sử nào gần Cosiana Hotel Hanoi không?, ",76,258,#239 trong số 1.300  tại Hà Nội,40,30,127,Rất tốt,50,Công tác,,13,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d1372303-Reviews-Cosiana_Hotel_Hanoi-Hanoi.html
"Chua Boc Street and Ton That Tung Dong Da District, Hà Nội 10000 Việt Nam",NA,NA,NA,,,Phuong Nam Hotel,NA,Việt Nam,"Việt Nam,Hà Nội","Gần Phuong Nam Hotel có điểm du lịch nổi tiếng nào?, ,Gần Phuong Nam Hotel có nhà hàng nào?, ",NA,1,#315 trong số 1.181  tại Hà Nội,40,NA,NA,Rất tốt,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d6706942-Reviews-Phuong_Nam_Hotel-Hanoi.html
"283/8 Pham Ngu Lao, Pham Ngu Lao Ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",73,95,53,"Tiếng Việt, Tiếng Anh",,Ailen Garden II Hotel,744.186 ₫,348.837 ₫,"348.837 ₫, - ,744.186 ₫","Gần Ailen Garden II Hotel có điểm du lịch nổi tiếng nào?, ,Ailen Garden II Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Ailen Garden II Hotel có những tiện nghi phòng gì?, ,Ailen Garden II Hotel có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Ailen Garden II Hotel có nhà hàng nào?, ,Ailen Garden II Hotel có dịch vụ đưa đón tại sân bay không?, ,Ailen Garden II Hotel có cho phép vật nuôi không?, ,Nhân viên tại Ailen Garden II Hotel nói ngôn ngữ gì?, ,Có di tích lịch sử nào gần Ailen Garden II Hotel không?, ",16,256,#21 trong số 1.890  tại Thành phố Hồ Chí Minh,45,20,495,Tuyệt vời,12,Nằm ở vị trí trung tâm,,2,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d7620487-Reviews-Ailen_Garden_II_Hotel-Ho_Chi_Minh_City.html
"6, Ngo 100/7 Hoang Quoc Viet, Nghia DO Cau Giay, Hà Nội Việt Nam",7,66,NA,,,Poonsa Hoang Quoc Viet 1,NA,Việt Nam,"Việt Nam,Hà Nội","Gần Poonsa Hoang Quoc Viet 1 có điểm du lịch nổi tiếng nào?, ,Gần Poonsa Hoang Quoc Viet 1 có nhà hàng nào?, ",NA,1,#308 trong số 1.181  tại Hà Nội,40,20,38,Rất tốt,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d12293571-Reviews-Poonsa_Hoang_Quoc_Viet_1-Hanoi.html
"Đường Trần Nhân Tông, Cẩm Thanh, Hội An Việt Nam",608,46,190,Tiếng Việt,,Palm View Villa Hoi An,1.209.302 ₫,627.907 ₫,"627.907 ₫, - ,1.209.302 ₫","Palm View Villa Hoi An có những tiện nghi tại cơ sở kinh doanh gì?, ,Palm View Villa Hoi An có những tiện nghi phòng gì?, ,Palm View Villa Hoi An có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Palm View Villa Hoi An có nhà hàng nào?, ,Tôi có thể tập thể dục tại Palm View Villa Hoi An không?, ,Palm View Villa Hoi An có dịch vụ đưa đón tại sân bay không?, ,Palm View Villa Hoi An có dịch vụ dọn phòng không?, ,Có di tích lịch sử nào gần Palm View Villa Hoi An không?, ,Palm View Villa Hoi An có trợ năng không?, ",19,258,#11 trong số 400  tại Hội An,50,30,1160,Tuyệt vời,12,"Khu dân cư,Hiện đại",,17,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d6961438-Reviews-Palm_View_Villa_Hoi_An-Hoi_An_Quang_Nam_Province.html
"Ly Thai To Street 13 Hoan Kiem District, Hà Nội 10000 Việt Nam",102,100,NA,,,Eastin Easy Charm Hanoi,NA,Việt Nam,"Việt Nam,Hà Nội","Gần Eastin Easy Charm Hanoi có điểm du lịch nổi tiếng nào?, ,Gần Eastin Easy Charm Hanoi có nhà hàng nào?, ,Eastin Easy Charm Hanoi có nằm gần trung tâm thành phố không?, ",NA,2,#313 trong số 1.181  tại Hà Nội,35,NA,405,Rất tốt,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d7897576-Reviews-Eastin_Easy_Charm_Hanoi-Hanoi.html
"Xã Vân Hòa, Huyện Ba Vì, Hà Nội 10000 Việt Nam",NA,NA,12,,,Trang Trại Đồng Quê Ba Vì,11,Việt Nam,"Việt Nam,Hà Nội,11","Gần Trang Trại Đồng Quê Ba Vì có điểm du lịch nổi tiếng nào?, ,Trang Trại Đồng Quê Ba Vì có những tiện nghi tại cơ sở kinh doanh gì?, ,Trang Trại Đồng Quê Ba Vì có những lựa chọn đồ ăn & đồ uống gì?, ,Tôi có thể tập thể dục tại Trang Trại Đồng Quê Ba Vì không?, ,Trang Trại Đồng Quê Ba Vì có cho phép vật nuôi không?, ",1,6,#295 trong số 1.181  tại Hà Nội,30,NA,NA,Trung bình,11,NA,,1,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d8041174-Reviews-Ba_Vi_Homestead-Hanoi.html
"131th Street, Quang Tien Resident Area, Hà Nội 10000 Việt Nam",95,100,NA,Tiếng Việt,,Thuy Dong Guest House,20,Việt Nam,"Việt Nam,Hà Nội,20","Gần Thuy Dong Guest House có điểm du lịch nổi tiếng nào?, ,Thuy Dong Guest House có những tiện nghi tại cơ sở kinh doanh gì?, ,Thuy Dong Guest House có những tiện nghi phòng gì?, ,Thuy Dong Guest House có những lựa chọn đồ ăn & đồ uống gì?, ,Thuy Dong Guest House có chỗ đỗ xe không?, ,Gần Thuy Dong Guest House có nhà hàng nào?, ,Thuy Dong Guest House có dịch vụ đưa đón tại sân bay không?, ,Thuy Dong Guest House có nằm gần trung tâm thành phố không?, ",NA,1,#296 trong số 1.181  tại Hà Nội,50,NA,366,Tuyệt vời,20,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d7933717-Reviews-Thuy_Dong_Guest_House-Hanoi.html
"30 N7B, Trung Hoa Nhan Chinh National Convention Center, Thanh Xuan District, Hà Nội 10000 Việt Nam",1,58,NA,Tiếng Việt,,Mai Villa Hotel 5 Trung Hoa Nhan Chinh,18,Việt Nam,"Việt Nam,Hà Nội,18","Gần Mai Villa Hotel 5 Trung Hoa Nhan Chinh có điểm du lịch nổi tiếng nào?, ,Mai Villa Hotel 5 Trung Hoa Nhan Chinh có những tiện nghi tại cơ sở kinh doanh gì?, ,Mai Villa Hotel 5 Trung Hoa Nhan Chinh có chỗ đỗ xe không?, ,Gần Mai Villa Hotel 5 Trung Hoa Nhan Chinh có nhà hàng nào?, ,Mai Villa Hotel 5 Trung Hoa Nhan Chinh có dịch vụ đưa đón tại sân bay không?, ,Có di tích lịch sử nào gần Mai Villa Hotel 5 Trung Hoa Nhan Chinh không?, ",NA,1,#326 trong số 1.074  tại Hà Nội,40,NA,29,Rất tốt,18,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d3794246-Reviews-Mai_Villa_Hotel_5_Trung_Hoa_Nhan_Chinh-Hanoi.html
"Hamlet no 3 Cam Thanh Village, Hội An 84510 Việt Nam",NA,NA,218,"Tiếng Việt, Tiếng Anh",,Water Coconut Boutique Villas,1.093.023 ₫,860.465 ₫,"860.465 ₫, - ,1.093.023 ₫","Water Coconut Boutique Villas có những tiện nghi tại cơ sở kinh doanh gì?, ,Water Coconut Boutique Villas có những tiện nghi phòng gì?, ,Water Coconut Boutique Villas có những lựa chọn đồ ăn & đồ uống gì?, ,Water Coconut Boutique Villas có chỗ đỗ xe không?, ,Gần Water Coconut Boutique Villas có nhà hàng nào?, ,Tôi có thể tập thể dục tại Water Coconut Boutique Villas không?, ,Water Coconut Boutique Villas có dịch vụ đưa đón tại sân bay không?, ,Nhân viên tại Water Coconut Boutique Villas nói ngôn ngữ gì?, ,Có di tích lịch sử nào gần Water Coconut Boutique Villas không?, ,Water Coconut Boutique Villas có trợ năng không?, ",51,258,#36 trong số 409  tại Hội An,50,30,NA,Tuyệt vời,15,"Lãng mạn,Tầm nhìn đẹp",,1,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d4521328-Reviews-Water_Coconut_Boutique_Villas-Hoi_An_Quang_Nam_Province.html
"Km 19, Quoc Lo 21A Co Dong, Hà Nội 10000 Việt Nam",NA,NA,NA,,,Nha Nghi Thai Binh,NA,Việt Nam,"Việt Nam,Hà Nội","Gần Nha Nghi Thai Binh có điểm du lịch nổi tiếng nào?, ,Gần Nha Nghi Thai Binh có nhà hàng nào?, ",NA,1,#316 trong số 1.181  tại Hà Nội,40,NA,NA,Rất tốt,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d10058773-Reviews-Nha_Nghi_Thai_Binh-Hanoi.html
"07 Hàng Dầu, Hàng Bạc, Hoàn Kiếm, Hà Nội Việt Nam",167,100,75,"Tiếng Việt, Tiếng Anh",,Khách Sạn Amorita Boutique,2.720.930 ₫,511.628 ₫,"511.628 ₫, - ,2.720.930 ₫","Gần Khách Sạn Amorita Boutique có điểm du lịch nổi tiếng nào?, ,Khách Sạn Amorita Boutique có những tiện nghi tại cơ sở kinh doanh gì?, ,Khách Sạn Amorita Boutique có những tiện nghi phòng gì?, ,Khách Sạn Amorita Boutique có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Khách Sạn Amorita Boutique có nhà hàng nào?, ,Khách Sạn Amorita Boutique có dịch vụ đưa đón tại sân bay không?, ,Khách Sạn Amorita Boutique có dịch vụ đưa đón tại sân bay không?, ,Khách Sạn Amorita Boutique có nằm gần trung tâm thành phố không?, ,Khách Sạn Amorita Boutique có dịch vụ dọn phòng không?, ,Nhân viên tại Khách Sạn Amorita Boutique nói ngôn ngữ gì?, ,Có di tích lịch sử nào gần Khách Sạn Amorita Boutique không?, ",36,260,#44 trong số 1.074  tại Hà Nội,45,30,580,Tuyệt vời,20,"Thời thượng,Công tác",,11,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d12404290-Reviews-Amorita_Boutique_Hotel-Hanoi.html
"24 Minh Hương Tây Hồ, Hà Nội 100000 Việt Nam",16,91,NA,,,HC Apartments,28,Việt Nam,"Việt Nam,Hà Nội,28","Gần HC Apartments có điểm du lịch nổi tiếng nào?, ,HC Apartments có những tiện nghi tại cơ sở kinh doanh gì?, ,HC Apartments có những lựa chọn đồ ăn & đồ uống gì?, ,HC Apartments có chỗ đỗ xe không?, ,Gần HC Apartments có nhà hàng nào?, ,Tôi có thể tập thể dục tại HC Apartments không?, ,HC Apartments có dịch vụ đưa đón tại sân bay không?, ",NA,1,#596 trong số 1.300  tại Hà Nội,40,NA,143,Rất tốt,28,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d14097745-Reviews-HC_Apartments-Hanoi.html
"221 Giang Vo Street, Hà Nội 10000 Việt Nam",3,76,NA,"Tiếng Việt, Tiếng Anh, Tiếng Pháp",,Ngoc Anh Hotel,15,Việt Nam,"Việt Nam,Hà Nội,15","Gần Ngoc Anh Hotel có điểm du lịch nổi tiếng nào?, ,Ngoc Anh Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Ngoc Anh Hotel có những tiện nghi phòng gì?, ,Ngoc Anh Hotel có chỗ đỗ xe không?, ,Gần Ngoc Anh Hotel có nhà hàng nào?, ,Ngoc Anh Hotel có dịch vụ đưa đón tại sân bay không?, ,Nhân viên tại Ngoc Anh Hotel nói ngôn ngữ gì?, ",NA,1,#330 trong số 1.074  tại Hà Nội,50,10,44,Tuyệt vời,15,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d3224427-Reviews-Ngoc_Anh_Hotel-Hanoi.html
